"","location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"3716","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","4.7","4.8",0.02075632
"3717","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","4.8","4.9",0.020641909
"3718","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","4.9","5",0.02047324
"3719","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5","5.1",0.020251654
"3720","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.1","5.2",0.019978903
"3721","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.2","5.3",0.019657125
"3722","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.3","5.4",0.019288815
"3723","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.4","5.5",0.018876798
"3724","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.5","5.6",0.018424187
"3725","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.6","5.7",0.017934345
"3726","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.7","5.8",0.017410849
"3727","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.8","5.9",0.016857438
"3728","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","5.9","6",0.016277977
"3729","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6","6.1",0.015676405
"3730","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.1","6.2",0.015056698
"3731","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.2","6.3",0.014422821
"3732","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.3","6.4",0.013778689
"3733","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.4","6.5",0.013128128
"3734","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.5","6.6",0.012474839
"3735","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.6","6.7",0.011822362
"3736","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.7","6.8",0.011174055
"3737","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.8","6.9",0.01053306
"3738","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","6.9","7",0.009902288
"3739","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7","7.1",0.009284397
"3740","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.1","7.2",0.008681787
"3741","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.2","7.3",0.008096582
"3742","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.3","7.4",0.007530634
"3743","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.4","7.5",0.006985517
"3744","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.5","7.6",0.006462534
"3745","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.6","7.7",0.005962718
"3746","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.7","7.8",0.005486848
"3747","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.8","7.9",0.005035456
"3748","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","7.9","8",0.004608843
"3749","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8","8.1",0.004207094
"3750","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.1","8.2",0.003830097
"3751","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.2","8.3",0.003477559
"3752","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.3","8.4",0.003149027
"3753","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.4","8.5",0.002843908
"3754","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.5","8.6",0.002561486
"3755","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.6","8.7",0.002300941
"3756","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.7","8.8",0.002061372
"3757","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.8","8.9",0.001841808
"3758","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","8.9","9",0.001641231
"3759","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9","9.1",0.001458586
"3760","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.1","9.2",0.001292801
"3761","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.2","9.3",0.001142796
"3762","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.3","9.4",0.001007494
"3763","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.4","9.5",0.000885837
"3764","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.5","9.6",0.000776788
"3765","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.6","9.7",0.000679341
"3766","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.7","9.8",0.000592531
"3767","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.8","9.9",0.000515432
"3768","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","9.9","10",0.000447166
"3769","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10","10.1",0.000386904
"3770","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.1","10.2",0.000333868
"3771","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.2","10.3",0.000287332
"3772","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.3","10.4",0.000246621
"3773","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.4","10.5",0.000211112
"3774","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.5","10.6",0.000180233
"3775","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.6","10.7",0.000153459
"3776","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.7","10.8",0.000130313
"3777","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.8","10.9",0.000110362
"3778","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","10.9","11",9.32e-05
"3779","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11","11.1",7.85e-05
"3780","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.1","11.2",6.6e-05
"3781","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.2","11.3",5.53e-05
"3782","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.3","11.4",4.62e-05
"3783","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.4","11.5",3.85e-05
"3784","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.5","11.6",3.2e-05
"3785","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.6","11.7",2.65e-05
"3786","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.7","11.8",2.19e-05
"3787","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.8","11.9",1.81e-05
"3788","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","11.9","12",1.49e-05
"3789","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12","12.1",1.22e-05
"3790","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.1","12.2",9.97e-06
"3791","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.2","12.3",8.14e-06
"3792","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.3","12.4",6.62e-06
"3793","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.4","12.5",5.37e-06
"3794","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.5","12.6",4.35e-06
"3795","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.6","12.7",3.51e-06
"3796","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.7","12.8",2.82e-06
"3797","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.8","12.9",2.27e-06
"3798","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","12.9","13",1.81e-06
"3799","88th MED GRP-WRIGHT-PATTERSON AFB","4 wk ahead","Bin","percent","13","100",6.86e-06
"3800","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0","0.1",0.000878938
"3801","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.1","0.2",0.000991468
"3802","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.2","0.3",0.001115741
"3803","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.3","0.4",0.001252602
"3804","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.4","0.5",0.001402901
"3805","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.5","0.6",0.001567494
"3806","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.6","0.7",0.001747226
"3807","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.7","0.8",0.001942929
"3808","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.8","0.9",0.002155408
"3809","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","0.9","1",0.00238543
"3810","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1","1.1",0.002633712
"3811","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.1","1.2",0.002900912
"3812","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.2","1.3",0.003187612
"3813","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.3","1.4",0.003494306
"3814","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.4","1.5",0.003821386
"3815","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.5","1.6",0.004169132
"3816","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.6","1.7",0.004537691
"3817","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.7","1.8",0.00492707
"3818","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.8","1.9",0.005337123
"3819","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","1.9","2",0.005767535
"3820","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2","2.1",0.006217816
"3821","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.1","2.2",0.006687289
"3822","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.2","2.3",0.007175083
"3823","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.3","2.4",0.007680127
"3824","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.4","2.5",0.008201144
"3825","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.5","2.6",0.008736652
"3826","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.6","2.7",0.009284965
"3827","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.7","2.8",0.009844192
"3828","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.8","2.9",0.010412248
"3829","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","2.9","3",0.010986858
"3830","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3","3.1",0.011565572
"3831","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.1","3.2",0.012145777
"3832","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.2","3.3",0.012724716
"3833","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.3","3.4",0.013299506
"3834","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.4","3.5",0.013867159
"3835","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.5","3.6",0.01442461
"3836","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.6","3.7",0.01496874
"3837","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.7","3.8",0.015496408
"3838","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.8","3.9",0.016004474
"3839","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","3.9","4",0.016489838
"3840","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4","4.1",0.016949463
"3841","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.1","4.2",0.017380414
"3842","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.2","4.3",0.017779882
"3843","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.3","4.4",0.01814522
"3844","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.4","4.5",0.018473968
"3845","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.5","4.6",0.018763884
"3846","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.6","4.7",0.019012966
"3847","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.7","4.8",0.019219479
"3848","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.8","4.9",0.019381972
"3849","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","4.9","5",0.019499294
"3850","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5","5.1",0.019570613
"3851","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.1","5.2",0.019595419
"3852","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.2","5.3",0.019573535
"3853","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.3","5.4",0.019505118
"3854","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.4","5.5",0.019390656
"3855","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.5","5.6",0.019230962
"3856","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.6","5.7",0.019027167
"3857","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.7","5.8",0.018780702
"3858","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.8","5.9",0.018493288
"3859","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","5.9","6",0.018166909
"3860","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6","6.1",0.017803792
"3861","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.1","6.2",0.017406386
"3862","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.2","6.3",0.016977326
"3863","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.3","6.4",0.016519412
"3864","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.4","6.5",0.016035572
"3865","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.5","6.6",0.015528837
"3866","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.6","6.7",0.015002305
"3867","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.7","6.8",0.014459114
"3868","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.8","6.9",0.013902405
"3869","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","6.9","7",0.0133353
"3870","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7","7.1",0.012760869
"3871","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.1","7.2",0.012182104
"3872","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.2","7.3",0.011601895
"3873","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.3","7.4",0.01102301
"3874","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.4","7.5",0.010448069
"3875","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.5","7.6",0.009879534
"3876","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.6","7.7",0.009319691
"3877","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.7","7.8",0.008770637
"3878","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.8","7.9",0.008234275
"3879","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","7.9","8",0.007712305
"3880","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8","8.1",0.007206221
"3881","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.1","8.2",0.006717313
"3882","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.2","8.3",0.006246665
"3883","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.3","8.4",0.00579516
"3884","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.4","8.5",0.005363487
"3885","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.5","8.6",0.004952148
"3886","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.6","8.7",0.004561468
"3887","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.7","8.8",0.004191604
"3888","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.8","8.9",0.003842558
"3889","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","8.9","9",0.00351419
"3890","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9","9.1",0.003206229
"3891","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.1","9.2",0.002918291
"3892","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.2","9.3",0.002649885
"3893","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.3","9.4",0.002400437
"3894","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.4","9.5",0.002169292
"3895","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.5","9.6",0.001955737
"3896","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.6","9.7",0.001759006
"3897","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.7","9.8",0.001578298
"3898","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.8","9.9",0.001412782
"3899","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","9.9","10",0.001261612
"3900","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10","10.1",0.001123935
"3901","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.1","10.2",0.000998898
"3902","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.2","10.3",0.000885657
"3903","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.3","10.4",0.000783384
"3904","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.4","10.5",0.000691271
"3905","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.5","10.6",0.000608537
"3906","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.6","10.7",0.000534429
"3907","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.7","10.8",0.000468228
"3908","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.8","10.9",0.000409251
"3909","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","10.9","11",0.00035685
"3910","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11","11.1",0.000310418
"3911","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.1","11.2",0.000269385
"3912","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.2","11.3",0.000233219
"3913","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.3","11.4",0.000201428
"3914","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.4","11.5",0.000173556
"3915","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.5","11.6",0.000149184
"3916","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.6","11.7",0.00012793
"3917","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.7","11.8",0.000109442
"3918","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.8","11.9",9.34e-05
"3919","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","11.9","12",7.95e-05
"3920","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12","12.1",6.75e-05
"3921","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.1","12.2",5.72e-05
"3922","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.2","12.3",4.84e-05
"3923","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.3","12.4",4.08e-05
"3924","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.4","12.5",3.43e-05
"3925","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.5","12.6",2.88e-05
"3926","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.6","12.7",2.41e-05
"3927","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.7","12.8",2.02e-05
"3928","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.8","12.9",1.68e-05
"3929","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","12.9","13",1.4e-05
"3930","88th MED GRP-WRIGHT-PATTERSON AFB","Season peak percentage","Bin","percent","13","100",6.4e-05
"3931","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0","0.1",0.000313612
"3932","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.1","0.2",0.000390979
"3933","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.2","0.3",0.000484767
"3934","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.3","0.4",0.000597768
"3935","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.4","0.5",0.000733081
"3936","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.5","0.6",0.00089411
"3937","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.6","0.7",0.001084551
"3938","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.7","0.8",0.001308364
"3939","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.8","0.9",0.001569736
"3940","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","0.9","1",0.00187303
"3941","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1","1.1",0.002222708
"3942","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.1","1.2",0.002623251
"3943","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.2","1.3",0.003079052
"3944","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.3","1.4",0.003594297
"3945","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.4","1.5",0.004172829
"3946","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.5","1.6",0.004818002
"3947","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.6","1.7",0.005532521
"3948","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.7","1.8",0.006318281
"3949","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.8","1.9",0.007176199
"3950","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","1.9","2",0.008106059
"3951","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2","2.1",0.009106358
"3952","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.1","2.2",0.010174181
"3953","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.2","2.3",0.011305087
"3954","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.3","2.4",0.012493039
"3955","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.4","2.5",0.013730363
"3956","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.5","2.6",0.015007753
"3957","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.6","2.7",0.016314322
"3958","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.7","2.8",0.017637708
"3959","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.8","2.9",0.018964219
"3960","96TH MED GRP-EGLIN AFB","1 wk ahead","Bin","percent","2.9","3",0.020279046
